"urn","current_urn","number_of_links"
127957,127957,0
127958,127958,0
127959,127959,0
127960,127960,0
127961,127961,0
127962,127962,0
127963,127963,0
127964,127964,0
127965,127965,0
127966,127966,0
127967,127967,0
127968,127968,0
127969,127969,0
127970,127970,0
127971,127971,0
127972,127972,0
127973,127973,0
127974,127974,0
127975,127975,0
127976,127976,0
127977,127977,0
127978,127978,0
127979,127979,0
127980,127980,0
127981,127981,0
127982,127982,0
127983,127983,0
127984,127984,0
127985,127985,0
127986,127986,0
127987,127987,0
127988,127988,0
127989,127989,0
127990,127990,0
127991,127991,0
127992,127992,0
127993,127993,0
127994,127994,0
127995,127995,0
127996,127996,0
127997,127997,0
127998,127998,0
127999,127999,0
128000,128000,0
128001,128001,0
128002,128002,0
128003,128003,0
128004,128004,0
128005,128005,0
128006,128006,0
128007,128007,0
128008,128008,0
128009,128009,0
128010,128010,0
128011,128011,0
128012,128012,0
128013,128013,0
128014,128014,0
128015,128015,0
128016,128016,0
128017,128017,0
128018,128018,0
128019,128019,0
128020,128020,0
128021,128021,0
128022,128022,0
128023,128023,0
128024,128024,0
128025,128025,0
128026,128026,0
128027,128027,0
128028,128028,0
128029,128029,0
128030,128030,0
128031,128031,0
128032,128032,0
128033,128033,0
128034,128034,0
128035,128035,0
128036,128036,0
128037,128037,0
128038,128038,0
128039,128039,0
128040,128040,0
128041,128041,0
128042,128042,0
128043,128043,0
128044,128044,0
128045,128045,0
128046,128046,0
128047,128047,0
128048,128048,0
128049,128049,0
128050,128050,0
128051,128051,0
128052,128052,0
128053,128053,0
128054,128054,0
128055,128055,0
128056,128056,0
128057,128057,0
128058,128058,0
128059,128059,0
128060,128060,0
128061,128061,0
128062,128062,0
128063,128063,0
128064,128064,0
128065,128065,0
128066,128066,0
128067,143279,1
128068,128068,0
128069,128069,0
128070,128070,0
128071,128071,0
128072,128072,0
128073,128073,0
128074,128074,0
128075,128075,0
128076,128076,0
128077,128077,0
128078,128078,0
128079,128079,0
128080,128080,0
128081,142824,1
128082,128082,0
128083,128083,0
128084,128084,0
128085,143245,1
128086,128086,0
128087,128087,0
128088,128088,0
128089,142054,1
128090,128090,0
128091,139747,1
128092,128092,0
128093,128093,0
128094,128094,0
128095,128095,0
128096,128096,0
128097,128097,0
128098,128098,0
128099,128099,0
128100,128100,0
128101,128101,0
128102,128102,0
128103,128103,0
128104,128104,0
128105,128105,0
128106,128106,0
128107,128107,0
128108,128108,0
128109,128109,0
128110,128110,0
128111,128111,0
128112,128112,0
128113,128113,0
128114,128114,0
128115,128115,0
128116,128116,0
128117,128117,0
128118,128118,0
128119,128119,0
128120,128120,0
128121,128121,0
128122,128122,0
128123,128123,0
128124,128124,0
128125,128125,0
128126,128126,0
128127,128127,0
128128,128128,0
128129,128129,0
128130,128130,0
128131,128131,0
128132,128132,0
128133,128133,0
128134,128134,0
128135,128135,0
128136,128136,0
128137,128137,0
128138,128138,0
128139,128139,0
128140,128140,0
128141,128141,0
128142,128142,0
128143,128143,0
128144,128144,0
128145,128145,0
128146,128146,0
128147,128147,0
128148,128148,0
128149,128149,0
128150,128150,0
128151,128151,0
128152,128152,0
128153,128153,0
128154,128154,0
128155,128155,0
128156,128156,0
128157,128157,0
128158,128158,0
128159,128159,0
128160,128160,0
128161,128161,0
128162,128162,0
128163,128163,0
128164,128164,0
128165,128165,0
128166,128166,0
128167,128167,0
128168,128168,0
128169,128169,0
128170,128170,0
128172,128172,0
128173,128173,0
128174,128174,0
128175,128175,0
128176,128176,0
128177,128177,0
128178,128178,0
128179,128179,0
128180,128180,0
128181,128181,0
128182,128182,0
128183,128183,0
128184,128184,0
128185,128185,0
128186,128186,0
128187,128187,0
128188,128188,0
128189,128189,0
128190,146953,1
128191,128191,0
128192,128192,0
128193,128193,0
128194,128194,0
128195,128195,0
128196,128196,0
128197,128197,0
128198,128198,0
128199,128199,0
128200,128200,0
128201,128201,0
128202,128202,0
128203,128203,0
128204,128204,0
128205,128205,0
128206,128206,0
128207,128207,0
128208,128208,0
128209,128209,0
128210,128210,0
128211,128211,0
128212,128212,0
128213,128213,0
128214,128214,0
128215,128215,0
128216,128216,0
128217,128217,0
128218,128218,0
128219,128219,0
128220,128220,0
128221,128221,0
128222,128222,0
128223,128223,0
128224,128224,0
128225,128225,0
128226,128226,0
128227,128227,0
128228,128228,0
128229,128229,0
128230,128230,0
128231,128231,0
128232,128232,0
128233,128233,0
128234,128234,0
128235,128235,0
128236,128236,0
128237,128237,0
128238,128238,0
128239,128239,0
128240,128240,0
128241,128241,0
128242,128242,0
128243,128243,0
128244,128244,0
128245,128245,0
128246,128246,0
128247,128247,0
128248,128248,0
128249,128249,0
128250,128250,0
128251,128251,0
128252,128252,0
128253,128253,0
128254,128254,0
128255,128255,0
128256,128256,0
128257,128257,0
128258,128258,0
128259,128259,0
128260,128260,0
128261,128261,0
128262,128262,0
128263,128263,0
128264,128264,0
128265,128265,0
128266,128266,0
128267,128267,0
128268,128268,0
128269,128269,0
128270,128270,0
128271,128271,0
128272,128272,0
128273,128273,0
128274,128274,0
128275,128275,0
128276,128276,0
128277,128277,0
128278,128278,0
128279,128279,0
128280,128280,0
128281,128281,0
128282,128282,0
128283,128283,0
128284,128284,0
128285,128285,0
128286,128286,0
128287,128287,0
128288,128288,0
128289,128289,0
128290,128290,0
128291,128291,0
128292,128292,0
128293,128293,0
128294,128294,0
128295,128295,0
128296,128296,0
128297,128297,0
128298,128298,0
128299,128299,0
128300,128300,0
128301,128301,0
128302,128302,0
128303,128303,0
128304,128304,0
128305,128305,0
128306,128306,0
128307,128307,0
128308,145741,2
128309,128309,0
128310,128310,0
128311,128311,0
128312,128312,0
128313,128313,0
128314,128314,0
128315,128315,0
128316,128316,0
128317,128317,0
128318,128318,0
128319,128319,0
128320,128320,0
128321,128321,0
128322,128322,0
128323,128323,0
128324,128324,0
128325,128325,0
128326,128326,0
128327,128327,0
128328,128328,0
128329,128329,0
128330,128330,0
128331,128331,0
128332,128332,0
128333,128333,0
128334,128334,0
128335,128335,0
128336,128336,0
128337,128337,0
128338,128338,0
128339,128339,0
128340,128340,0
128341,128341,0
128342,128342,0
128343,128343,0
128344,128344,0
128345,128345,0
128346,128346,0
128347,128347,0
128348,128348,0
128349,128349,0
128350,128350,0
128351,128351,0
128352,128352,0
128353,128353,0
128354,128354,0
128355,128355,0
128356,110592,1
128357,128357,0
128358,128358,0
128359,128359,0
128360,128360,0
128361,128361,0
128362,128362,0
128363,128363,0
128364,144479,1
128365,128365,0
128366,128366,0
128367,128367,0
128368,128368,0
128369,128369,0
128370,128370,0
128371,128371,0
128372,128372,0
128373,128373,0
128374,128374,0
128375,128375,0
128376,128376,0
128377,128377,0
128378,128378,0
128379,128379,0
128380,128380,0
128381,128381,0
128382,128382,0
128383,128383,0
128384,128384,0
128385,128385,0
128386,128386,0
128387,128387,0
128388,128388,0
128389,128389,0
128390,128390,0
128391,128391,0
128392,128392,0
128393,128393,0
128394,128394,0
128395,128395,0
128396,128396,0
128397,128397,0
128398,128398,0
128399,128399,0
128400,128400,0
128401,128401,0
128402,128402,0
128403,128403,0
128404,128404,0
128405,128405,0
128406,128406,0
128407,128407,0
128408,128408,0
128409,128409,0
128410,128410,0
128411,128411,0
128412,128412,0
128413,128413,0
128414,128414,0
128415,128415,0
128416,128416,0
128417,128417,0
128418,128418,0
128419,128419,0
128420,128420,0
128421,128421,0
128422,128422,0
128423,128423,0
128424,128424,0
128425,128425,0
128426,128426,0
128427,128427,0
128428,128428,0
128429,128429,0
128430,128430,0
128431,128431,0
128432,128432,0
128433,128433,0
128434,128434,0
128435,128435,0
128436,128436,0
128437,128437,0
128438,128438,0
128439,128439,0
128440,128440,0
128441,128441,0
128442,128442,0
128443,128443,0
128444,128444,0
128445,128445,0
128446,128446,0
128447,128447,0
128448,128448,0
128449,128449,0
128450,128450,0
128451,128451,0
128452,128452,0
128453,128453,0
128454,128454,0
128455,128455,0
128456,128456,0
128457,128457,0
128458,128458,0
128459,128459,0
128460,128460,0
128461,128461,0
128462,128462,0
128463,128463,0
128464,128464,0
128465,128465,0
128466,128466,0
128467,128467,0
128468,128468,0
128469,128469,0
128470,128470,0
128471,128471,0
128472,128472,0
128473,128473,0
128474,128474,0
128475,128475,0
128477,128477,0
128478,128478,0
128479,128479,0
128480,128480,0
128481,128481,0
128482,128482,0
128483,128483,0
128484,128484,0
128485,128485,0
128486,128486,0
128487,128487,0
128488,128488,0
128489,128489,0
128490,128490,0
128491,128491,0
128492,128492,0
128493,128493,0
128494,128494,0
128495,128495,0
128496,128496,0
128497,128497,0
128498,128498,0
128499,128499,0
128500,128500,0
128501,128501,0
128502,128502,0
128503,128503,0
128504,128504,0
128505,128505,0
128506,128506,0
128507,128507,0
128508,128508,0
128509,128509,0
128510,128510,0
128511,128511,0
128512,128512,0
128513,128513,0
128514,128514,0
128515,128515,0
128516,128516,0
128517,128517,0
128518,128518,0
128519,130578,1
128520,128520,0
128521,128521,0
128522,128522,0
128523,128523,0
128524,128524,0
128525,128525,0
128526,128526,0
128527,128527,0
128528,128528,0
128529,128529,0
128530,128530,0
128531,128531,0
128532,128532,0
128533,128533,0
128534,128534,0
128535,128535,0
128536,128536,0
128537,128537,0
128538,128538,0
128539,128539,0
128540,128540,0
128541,128541,0
128542,128542,0
128543,128543,0
128544,128544,0
128545,128545,0
128546,128546,0
128547,128547,0
128548,128548,0
128549,128549,0
128550,128550,0
128551,128551,0
128552,128552,0
128553,128553,0
128554,128554,0
128555,128555,0
128556,128556,0
128557,128557,0
128558,128558,0
128559,128559,0
128560,128560,0
128561,128561,0
128562,128562,0
128563,128563,0
128564,128564,0
128565,128565,0
128566,128566,0
128567,128567,0
128568,128568,0
128569,128569,0
128570,128570,0
128571,128571,0
128572,128572,0
128573,128573,0
128574,128574,0
128575,128575,0
128576,128576,0
128577,128577,0
128578,128578,0
128579,128579,0
128580,128580,0
128581,128581,0
128582,128582,0
128583,128583,0
128584,128584,0
128585,128585,0
128586,128586,0
128587,128587,0
128588,128588,0
128589,128589,0
128590,128590,0
128592,128592,0
128593,128593,0
128594,128594,0
128595,128595,0
128596,128596,0
128597,128597,0
128598,128598,0
128599,128599,0
128600,128600,0
128601,128601,0
128602,128602,0
128603,128603,0
128604,128604,0
128605,128605,0
128606,128606,0
128607,128607,0
128608,128608,0
128609,128609,0
128610,128610,0
128611,128611,0
128612,128612,0
128613,128613,0
128614,128614,0
128615,128615,0
128616,128616,0
128617,128617,0
128618,128618,0
128619,128619,0
128620,128620,0
128621,128621,0
128622,128622,0
128623,128623,0
128624,128624,0
128625,128625,0
128626,128626,0
128627,128627,0
128628,128628,0
128629,128629,0
128630,128630,0
128631,128631,0
128632,128632,0
128633,128633,0
128634,128634,0
128635,128635,0
128636,128636,0
128637,128637,0
128638,128638,0
128639,128639,0
128640,128640,0
128641,128641,0
128642,128642,0
128643,128643,0
128644,128644,0
128645,128645,0
128646,128646,0
128647,128647,0
128648,128648,0
128649,128649,0
128650,128650,0
128651,128651,0
128652,128652,0
128653,128653,0
128654,128654,0
128655,128655,0
128656,128656,0
128657,128657,0
128658,128658,0
128659,128659,0
128660,128660,0
128661,128661,0
128662,128662,0
128663,128663,0
128664,128664,0
128665,128665,0
128666,128666,0
128667,128667,0
128668,128668,0
128669,128669,0
128670,128670,0
128672,128672,0
128673,128673,0
128674,128674,0
128675,128675,0
128676,128676,0
128677,128677,0
128678,128678,0
128679,128679,0
128680,128680,0
128681,128681,0
128682,128682,0
128683,128683,0
128684,128684,0
128685,128685,0
128686,128686,0
128687,128687,0
128688,128688,0
128689,128689,0
128690,128690,0
128691,128691,0
128692,128692,0
128693,128693,0
128694,128694,0
128695,128695,0
128696,128696,0
128697,128697,0
128698,128698,0
128699,128699,0
128700,128700,0
128701,128701,0
128702,128702,0
128703,128703,0
128704,128704,0
128705,128705,0
128706,128706,0
128707,128707,0
128708,128708,0
128709,128709,0
128710,128710,0
128711,128711,0
128712,128712,0
128713,128713,0
128714,128714,0
128715,128715,0
128716,128716,0
128717,128717,0
128718,128718,0
128719,128719,0
128720,128720,0
128721,128721,0
128722,128722,0
128723,128723,0
128724,128724,0
128725,128725,0
128726,128726,0
128727,128727,0
128728,128728,0
128729,128729,0
128730,128730,0
128731,128731,0
128732,128732,0
128733,128733,0
128734,128734,0
128735,128735,0
128736,128736,0
128737,128737,0
128738,128738,0
128739,128739,0
128740,128740,0
128741,128741,0
128742,128742,0
128743,128743,0
128744,128744,0
128745,128745,0
128746,128746,0
128747,128747,0
128748,128748,0
128749,128749,0
128750,128750,0
128751,128751,0
128752,128752,0
128753,128753,0
128754,128754,0
128755,128755,0
128756,128756,0
128757,128757,0
128758,128758,0
128759,128759,0
128760,128760,0
128761,128761,0
128762,128762,0
128763,128763,0
128764,128764,0
128765,128765,0
128766,128766,0
128767,128767,0
128768,128768,0
128769,128769,0
128770,128770,0
128771,128771,0
128772,128772,0
128773,128773,0
128774,128774,0
128775,128775,0
128776,128776,0
128777,128777,0
128778,128778,0
128779,128779,0
128780,128780,0
128781,128781,0
128782,128782,0
128783,128783,0
128784,128784,0
128785,128785,0
128786,128786,0
128787,128787,0
128788,128788,0
128789,128789,0
128790,128790,0
128791,128791,0
128792,128792,0
128793,128793,0
128794,128794,0
128795,128795,0
128796,128796,0
128797,128797,0
128798,128798,0
128799,128799,0
128800,128800,0
128801,128801,0
128802,128802,0
128803,128803,0
128804,128804,0
128805,128805,0
128806,128806,0
128807,128807,0
128808,128808,0
128809,128809,0
128810,128810,0
128811,128811,0
128812,128812,0
128813,128813,0
128814,128814,0
128815,128815,0
128816,128816,0
128817,128817,0
128818,128818,0
128819,128819,0
128820,128820,0
128821,128821,0
128822,128822,0
128823,128823,0
128824,128824,0
128825,128825,0
128826,128826,0
128827,128827,0
128828,128828,0
128829,128829,0
128830,128830,0
128831,128831,0
128832,128832,0
128833,128833,0
128834,128834,0
128835,128835,0
128836,128836,0
128837,128837,0
128838,128838,0
128839,128839,0
128840,128840,0
128841,128841,0
128842,128842,0
128843,128843,0
128844,128844,0
128845,128845,0
128846,128846,0
128847,128847,0
128848,128848,0
128849,128849,0
128850,128850,0
128851,128851,0
128852,128852,0
128853,128853,0
128854,128854,0
128855,128855,0
128856,128856,0
128857,128857,0
128858,128858,0
128859,128859,0
128860,128860,0
128861,128861,0
128862,128862,0
128863,128863,0
128864,128864,0
128865,128865,0
128866,128866,0
128867,128867,0
128868,128868,0
128869,128869,0
128870,128870,0
128871,128871,0
128872,128872,0
128873,128873,0
128874,128874,0
128875,128875,0
128876,128876,0
128877,128877,0
128878,128878,0
128879,128879,0
128880,128880,0
128881,128881,0
128882,128882,0
128883,128883,0
128884,128884,0
128885,128885,0
128886,128886,0
128887,128887,0
128888,128888,0
128889,128889,0
128890,128890,0
128891,128891,0
128892,128892,0
128893,128893,0
128894,128894,0
128895,128895,0
128896,128896,0
128897,128897,0
128898,128898,0
128899,128899,0
128900,128900,0
128901,128901,0
128902,128902,0
128903,128903,0
128904,128904,0
128905,128905,0
128906,128906,0
128907,128907,0
128908,128908,0
128909,128909,0
128910,128910,0
128911,128911,0
128912,128912,0
128913,128913,0
128914,128914,0
128915,128915,0
128916,128916,0
128917,128917,0
128918,128918,0
128919,128919,0
128920,128920,0
128921,128921,0
128922,128922,0
128923,128923,0
128924,128924,0
128925,128925,0
128926,128926,0
128927,128927,0
128928,128928,0
128929,128929,0
128930,128930,0
128931,128931,0
128932,128932,0
128933,128933,0
128934,128934,0
128935,128935,0
128936,128936,0
128937,128937,0
128938,128938,0
128939,128939,0
128940,128940,0
128941,128941,0
128942,128942,0
128943,128943,0
128944,128944,0
128945,128945,0
128946,128946,0
128947,128947,0
128948,128948,0
128949,128949,0
128950,128950,0
128951,128951,0
128952,128952,0
128953,128953,0
128954,128954,0
128955,128955,0
128956,128956,0
128957,128957,0
128958,128958,0
128959,128959,0
128960,128960,0
128961,128961,0
128963,128963,0
128964,128964,0
128965,128965,0
128966,128966,0
128967,128967,0
128968,128968,0
128969,128969,0
128970,128970,0
128971,128971,0
128972,128972,0
128973,128973,0
128974,128974,0
128975,128975,0
128976,128976,0
128977,128977,0
128978,128978,0
128979,128979,0
128980,128980,0
128981,128981,0
128982,128982,0
128983,128983,0
128984,128984,0
128985,128985,0
128986,128986,0
128987,128987,0
128988,128988,0
128989,128989,0
128990,128990,0
128991,128991,0
128992,128992,0
128993,128993,0
128994,128994,0
128995,128995,0
128996,128996,0
128997,128997,0
128998,128998,0
128999,128999,0
129000,129000,0
129001,129001,0
129002,129002,0
129003,129003,0
129004,129004,0
129005,129005,0
129006,129006,0
129007,129007,0
129008,129008,0
129009,129009,0
129010,129010,0
129011,129011,0
129012,129012,0
129013,129013,0
129014,129014,0
129015,129015,0
129016,129016,0
129017,129017,0
129018,129018,0
129019,129019,0
129020,129020,0
129021,129021,0
129022,129022,0
129023,129023,0
129024,129024,0
129025,129025,0
129026,129026,0
